ID	GeneSymbol	mRNA_Accession	adj.P.Val	P.Value	t	B	logFC	Gene.title
10465494	Tex40	NM_001039494	0.44946829	2.78E-01	-1.18	-6.63984	-1.73E-01	testis expressed 40
10602020	Tbc1d8b	NM_001081499	0.44946829	2.78E-01	1.18	-6.63985	2.43E-01	"TBC1 domain family, member 8B"
10408490	Exoc2	NM_025588	0.44946829	2.78E-01	-1.18	-6.63986	-1.40E-01	exocyst complex component 2
10461975	1500015L24Rik	NR_045817	0.44947112	2.78E-01	-1.18	-6.63993	-1.30E-01	RIKEN cDNA 1500015L24 gene
10571761		10571761	0.44947112	2.78E-01	-1.18	-6.63994	-1.53E-01	
10340906		0	0.4495201	2.78E-01	1.18	-6.64009	4.60E-01	
10493889	Lce1c	NM_028622	0.4495201	2.78E-01	-1.18	-6.64011	-3.53E-01	late cornified envelope 1C
10466835	Gm38437///Mir3084-1///Snora19	NR_034047	0.44953756	2.78E-01	-1.18	-6.64022	-4.63E-01	"predicted gene, 38437///microRNA 3084-1///small nucleolar RNA, H/ACA box 19"
10468851	Gm38437///Mir3084-1///Snora19	NR_034047	0.44953756	2.78E-01	-1.18	-6.64022	-4.63E-01	"predicted gene, 38437///microRNA 3084-1///small nucleolar RNA, H/ACA box 19"
10461906		GENSCAN00000043670	0.44956994	2.78E-01	-1.18	-6.64032	-1.70E-01	
10580981		ENSMUST00000119397	0.44962672	2.78E-01	1.18	-6.64046	2.20E-01	
10576490		GENSCAN00000038424	0.44966368	2.78E-01	-1.18	-6.6406	-2.00E-01	
10340298		0	0.44966368	2.78E-01	-1.18	-6.64061	-5.03E-01	
10339283		0	0.44966615	2.78E-01	1.18	-6.64065	1.27E-01	
10498797		ENSMUST00000164923	0.44974508	2.78E-01	1.18	-6.64084	1.33E-01	
10466239	Oosp1	NM_133353	0.44974508	2.78E-01	-1.18	-6.64088	-1.37E-01	oocyte secreted protein 1
10524684	Msi1	NM_008629	0.44974508	2.78E-01	-1.18	-6.64094	-1.93E-01	musashi RNA-binding protein 1
10560510	Mark4	NM_172279	0.44974508	2.78E-01	-1.18	-6.64095	-1.70E-01	MAP/microtubule affinity regulating kinase 4
10376603	Drg2	NM_021354	0.44978565	2.78E-01	1.18	-6.6411	2.83E-01	developmentally regulated GTP binding protein 2
10387985	Scimp	NM_001045526	0.44978565	2.78E-01	-1.18	-6.6411	-2.50E-01	SLP adaptor and CSK interacting membrane protein
10583071	Mmp3	NM_010809	0.44980236	2.78E-01	-1.18	-6.64117	-2.03E-01	matrix metallopeptidase 3
10342377		0	0.44984285	2.78E-01	-1.18	-6.64135	-6.13E-01	
10353934	Actr1b	NM_146107	0.44984285	2.78E-01	1.18	-6.64137	1.57E-01	"ARP1 actin-related protein 1B, centractin beta"
10440376	Lipi	NM_001252513	0.44984285	2.78E-01	-1.18	-6.6414	-1.20E-01	"lipase, member I"
10374348		ENSMUST00000121361	0.44984285	2.78E-01	1.18	-6.6414	1.20E-01	
10388440	Serpinf2	NM_008878	0.449899	2.78E-01	-1.18	-6.64154	-1.13E-01	"serine (or cysteine) peptidase inhibitor, clade F, member 2"
10489912	Tmem189	NM_145538	0.4499114	2.78E-01	1.18	-6.6416	2.30E-01	transmembrane protein 189
10341352		0	0.45029878	2.78E-01	-1.18	-6.64236	-2.63E-01	
10484652	Olfr1106	NM_146752	0.45036692	2.79E-01	-1.18	-6.64252	-1.53E-01	olfactory receptor 1106
10582419	Pabpn1l	NM_001007462	0.4504574	2.79E-01	-1.18	-6.64283	-1.37E-01	poly(A)binding protein nuclear 1-like
10434252	Hira	NM_010435	0.4504574	2.79E-01	-1.18	-6.64285	-1.57E-01	histone cell cycle regulator
10338359		0	0.4504574	2.79E-01	-1.18	-6.64286	-4.27E-01	
10604564	Gpc4	NM_008150	0.4504574	2.79E-01	-1.18	-6.64287	-1.23E-01	glypican 4
10578071	Wrn	NM_001122822	0.4504574	2.79E-01	1.18	-6.64288	2.63E-01	Werner syndrome homolog (human)
10515423		ENSMUST00000082608	0.45052605	2.79E-01	-1.18	-6.64305	-3.30E-01	
10567526	Zp2	NM_011775	0.45052605	2.79E-01	-1.18	-6.64309	-1.47E-01	zona pellucida glycoprotein 2
10405605	Smad5	NM_001164041	0.45052605	2.79E-01	-1.18	-6.64312	-1.50E-01	SMAD family member 5
10447093	Ttc39d	NM_026351	0.45057298	2.79E-01	-1.18	-6.64325	-1.80E-01	tetratricopeptide repeat domain 39D
10386197	2210407C18Rik	NM_144544	0.45057298	2.79E-01	-1.18	-6.64329	-1.60E-01	RIKEN cDNA 2210407C18 gene
10342998		0	0.45057298	2.79E-01	-1.18	-6.64332	-2.17E-01	
10379401	Rnf135	NM_028019	0.45066121	2.79E-01	-1.18	-6.64356	-1.33E-01	ring finger protein 135
10386070	Atox1	NM_009720	0.45066121	2.79E-01	1.18	-6.64356	1.33E-01	antioxidant 1 copper chaperone
10537441	Adck2	NM_178873	0.4506715	2.79E-01	-1.18	-6.64362	-2.60E-01	aarF domain containing kinase 2
10338237		0	0.45071632	2.79E-01	1.18	-6.64374	3.00E-01	
10383453	Lrrc45	NM_153545	0.45072759	2.79E-01	-1.18	-6.6438	-2.03E-01	leucine rich repeat containing 45
10342713		0	0.45086251	2.79E-01	-1.18	-6.64408	-5.63E-01	
10340272		0	0.45097217	2.79E-01	1.18	-6.64433	3.30E-01	
10364435	Gm2889	ENSMUST00000179907	0.45102222	2.79E-01	-1.18	-6.64446	-2.73E-01	predicted gene 2889
10349947	Fmod	NM_021355	0.45113581	2.79E-01	-1.18	-6.6447	-1.70E-01	fibromodulin
10477986	Nnat	NM_001291128	0.45155075	2.80E-01	1.18	-6.64558	2.00E-01	neuronatin
10357300	Dpp10	NM_199021	0.45155075	2.80E-01	1.18	-6.64559	1.33E-01	dipeptidylpeptidase 10
10509463	Eif4g3	NM_001256195	0.45155075	2.80E-01	1.18	-6.64559	1.33E-01	"eukaryotic translation initiation factor 4 gamma, 3"
10487722	Slc4a11	NM_001081162	0.45157738	2.80E-01	-1.18	-6.64567	-2.77E-01	"solute carrier family 4, sodium bicarbonate transporter-like, member 11"
10424245	Fam83a	NM_173862	0.45169981	2.80E-01	-1.18	-6.64599	-1.30E-01	"family with sequence similarity 83, member A"
10339476		0	0.45169981	2.80E-01	-1.18	-6.646	-4.00E-01	
10391742	Gpatch8	NM_001159492	0.45169981	2.80E-01	-1.18	-6.64601	-1.97E-01	G patch domain containing 8
10407801	Gm10811	AK150079	0.45172504	2.80E-01	-1.18	-6.6461	-1.53E-01	predicted gene 10811
10586306	Igdcc4	NM_001290315	0.45174016	2.80E-01	-1.18	-6.64616	-1.47E-01	"immunoglobulin superfamily, DCC subclass, member 4"
10507177	Cyp4a32///Cyp4a31///Cyp4a10	NM_001100181	0.4518516	2.80E-01	-1.18	-6.64641	-1.20E-01	"cytochrome P450, family 4, subfamily a, polypeptide 32///cytochrome P450, family 4, subfamily a, polypeptide 31///cytochrome P450, family 4, subfamily a, polypeptide 10"
10603508	Ftsj1	NM_001290430	0.45202673	2.80E-01	1.17	-6.64677	2.17E-01	FtsJ RNA methyltransferase homolog 1 (E. coli)
10470125	Fcnaos	ENSMUST00000127642	0.45205279	2.80E-01	-1.17	-6.64686	-1.53E-01	"ficolin A, opposite strand"
10422500	Gm5089	NR_033325	0.45205279	2.80E-01	-1.17	-6.64693	-2.20E-01	predicted gene 5089
10391429		ENSMUST00000082825	0.45205279	2.80E-01	-1.17	-6.64693	-1.33E-01	
10606674	Taf7l	NM_028958	0.4520667	2.80E-01	-1.17	-6.64703	-1.60E-01	TATA-box binding protein associated factor 7 like
10547662		XM_006544076	0.4520667	2.80E-01	-1.17	-6.64707	-2.00E-01	
10500982	I830077J02Rik	NM_001033780	0.4520667	2.80E-01	-1.17	-6.64707	-2.00E-01	RIKEN cDNA I830077J02 gene
10443095	Syngap1	NM_001281491	0.45207782	2.80E-01	-1.17	-6.64713	-2.03E-01	synaptic Ras GTPase activating protein 1 homolog (rat)
10473551	Olfr153	NM_206823	0.45207906	2.80E-01	-1.17	-6.64717	-2.43E-01	olfactory receptor 153
10405119		XM_006517004	0.45210131	2.80E-01	-1.17	-6.64725	-1.57E-01	
10339433		0	0.45225156	2.80E-01	-1.17	-6.64756	-2.97E-01	
10361882	Nhsl1	NM_001163592	0.45237437	2.80E-01	1.17	-6.64783	1.47E-01	NHS-like 1
10342400		0	0.45245383	2.80E-01	-1.17	-6.64801	-3.80E-01	
10338111		0	0.45245664	2.80E-01	-1.17	-6.64806	-2.63E-01	
10394437	Hs1bp3	NM_021429	0.45245664	2.80E-01	1.17	-6.64809	1.87E-01	HCLS1 binding protein 3
10588429	Pik3r4	NM_001081309	0.45250413	2.80E-01	-1.17	-6.64822	-1.70E-01	"phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 4, p150"
10488938	Fam83c	NM_027788	0.45253646	2.80E-01	1.17	-6.64838	1.17E-01	"family with sequence similarity 83, member C"
10342539		0	0.45253646	2.80E-01	-1.17	-6.64842	-2.17E-01	
10428388	Rspo2	NM_172815	0.45253646	2.80E-01	-1.17	-6.64848	-1.97E-01	R-spondin 2
10460085	Cndp2	NM_001289531	0.45253646	2.81E-01	1.17	-6.64851	2.13E-01	CNDP dipeptidase 2 (metallopeptidase M20 family)
10342722		0	0.45253646	2.81E-01	-1.17	-6.64857	-2.63E-01	
10567851	Nfatc2ip	NM_010900	0.45253646	2.81E-01	-1.17	-6.64859	-2.37E-01	"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein"
10341508		0	0.45253646	2.81E-01	-1.17	-6.64861	-2.57E-01	
10520574	Agbl5	NM_001048192	0.45253646	2.81E-01	1.17	-6.64863	1.53E-01	ATP/GTP binding protein-like 5
10388288	Olfr392	NM_147006	0.45253646	2.81E-01	-1.17	-6.64865	-1.47E-01	olfactory receptor 392
10522627	Cep135	NM_199032	0.45253646	2.81E-01	-1.17	-6.64865	-1.47E-01	centrosomal protein 135
10450779	H2-M10.4	NM_177634	0.45257163	2.81E-01	1.17	-6.64877	2.20E-01	"histocompatibility 2, M region locus 10.4"
10506186		ENSMUST00000122529	0.45257163	2.81E-01	-1.17	-6.64882	-1.17E-01	
10428209	Gm10384	ENSMUST00000100713	0.45257163	2.81E-01	-1.17	-6.64883	-1.70E-01	predicted gene 10384
10594645	Rab8b	NM_173413	0.45260745	2.81E-01	1.17	-6.64894	1.33E-01	"RAB8B, member RAS oncogene family"
10565634	Myo7a	NM_001256081	0.45263666	2.81E-01	-1.17	-6.64905	-1.43E-01	myosin VIIA
10344336		0	0.45263666	2.81E-01	1.17	-6.64907	3.33E-01	
10446679	Mettl4-ps1///Spdya	NM_001142631	0.45263866	2.81E-01	1.17	-6.64912	1.60E-01	"methyltransferase like 4, pseudogene 1///speedy/RINGO cell cycle regulator family, member A"
10447288	Six3	D83144	0.45263866	2.81E-01	-1.17	-6.64916	-1.23E-01	sine oculis-related homeobox 3
10413839	Ncoa4	NM_001033988	0.45263866	2.81E-01	1.17	-6.64918	1.57E-01	nuclear receptor coactivator 4
10523161	Mthfd2l	NM_026788	0.45270395	2.81E-01	1.17	-6.64934	1.43E-01	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like
10487927	Tmem230	NM_001141971	0.45275237	2.81E-01	1.17	-6.64948	2.10E-01	transmembrane protein 230
10571978	Cbr4	NM_145595	0.45275237	2.81E-01	1.17	-6.64951	3.00E-01	carbonyl reductase 4
10515930	AA415398	ENSMUST00000079611	0.45275237	2.81E-01	-1.17	-6.64954	-1.37E-01	expressed sequence AA415398
10546079	Cnbp	NM_001109745	0.45276655	2.81E-01	1.17	-6.64961	2.33E-01	cellular nucleic acid binding protein
10342577		0	0.45278248	2.81E-01	1.17	-6.64968	2.80E-01	
10498871	Tmem144	NM_027495	0.45291593	2.81E-01	-1.17	-6.64996	-1.40E-01	transmembrane protein 144
10501319	Celsr2	NM_001004177	0.45296398	2.81E-01	-1.17	-6.65009	-1.77E-01	"cadherin, EGF LAG seven-pass G-type receptor 2"
10405849	Olfr466	NM_146819	0.45304953	2.81E-01	-1.17	-6.65028	-1.60E-01	olfactory receptor 466
10498651		ENSMUST00000091052	0.45307576	2.81E-01	-1.17	-6.65037	-2.63E-01	
10569687	AU018091	NM_001004153	0.45312463	2.81E-01	-1.17	-6.65049	-1.37E-01	expressed sequence AU018091
10342517		0	0.45314958	2.81E-01	-1.17	-6.6506	-4.93E-01	
10451597	Prickle4	NM_001290337	0.45314958	2.81E-01	-1.17	-6.65064	-1.53E-01	prickle planar cell polarity protein 4
10342816		0	0.45314958	2.81E-01	-1.17	-6.65065	-5.37E-01	
10353346	Pkhd1	NM_153179	0.45331355	2.81E-01	-1.17	-6.65099	-1.17E-01	polycystic kidney and hepatic disease 1
10411215	Crhbp	NM_198408	0.4533544	2.81E-01	-1.17	-6.65111	-1.23E-01	corticotropin releasing hormone binding protein
10508805	Wasf2	NM_153423	0.45337271	2.81E-01	-1.17	-6.65119	-1.63E-01	"WAS protein family, member 2"
10379968	Tubd1	NM_001199045	0.45337271	2.81E-01	1.17	-6.65121	2.27E-01	"tubulin, delta 1"
10545530	Gm44113	AK139520	0.45345009	2.81E-01	-1.17	-6.65143	-1.10E-01	"predicted gene, 44113"
10488879	Gss	NM_001291111	0.45345009	2.81E-01	1.17	-6.65144	1.37E-01	glutathione synthetase
10340847		0	0.45345009	2.82E-01	-1.17	-6.65147	-2.43E-01	
10475352	Hypk	ENSMUST00000131870	0.45352263	2.82E-01	1.17	-6.65164	1.43E-01	huntingtin interacting protein K
10545869	Nat8f6///Nat8f7///Nat8f3	NM_001037842	0.45357555	2.82E-01	-1.17	-6.65181	-2.00E-01	N-acetyltransferase 8 (GCN5-related) family member 6///N-acetyltransferase 8 (GCN5-related) family member 7///N-acetyltransferase 8 (GCN5-related) family member 3
10419578	Ndrg2	NM_001145959	0.45357555	2.82E-01	-1.17	-6.65182	-2.17E-01	N-myc downstream regulated gene 2
10546535	AY512915	NR_033559	0.45357555	2.82E-01	-1.17	-6.65185	-1.50E-01	cDNA sequence AY512915
10461400		ENSMUST00000102415	0.45357555	2.82E-01	-1.17	-6.65189	-2.10E-01	
10596900	Tcta	NM_133986	0.45359028	2.82E-01	1.17	-6.65195	2.00E-01	T cell leukemia translocation altered gene
10339719		0	0.4536262	2.82E-01	-1.17	-6.65206	-6.27E-01	
10604745	Gpr101	NM_001033360	0.45364213	2.82E-01	-1.17	-6.65216	-2.10E-01	G protein-coupled receptor 101
10483665		10483665	0.45364213	2.82E-01	-1.17	-6.65216	-1.77E-01	
10475718	Snrnp200	NM_177214	0.45366898	2.82E-01	1.17	-6.65227	1.23E-01	small nuclear ribonucleoprotein 200 (U5)
10558880	Eps8l2	NM_133191	0.45366898	2.82E-01	1.17	-6.65239	1.37E-01	EPS8-like 2
10391207	Dhx58	NM_030150	0.45366898	2.82E-01	1.17	-6.65239	1.37E-01	DEXH (Asp-Glu-X-His) box polypeptide 58
10482121	Olfr3	NM_206903	0.45366898	2.82E-01	-1.17	-6.65242	-1.83E-01	olfactory receptor 3
10454655	Apc	NM_007462	0.45366898	2.82E-01	-1.17	-6.65243	-1.80E-01	adenomatosis polyposis coli
10462084	Mir204	NR_029591	0.45366898	2.82E-01	-1.17	-6.65251	-1.63E-01	microRNA 204
10427816	Pdzd2	NM_001081064	0.45366898	2.82E-01	-1.17	-6.65256	-1.67E-01	PDZ domain containing 2
10450344	C2	NM_013484	0.45366898	2.82E-01	-1.17	-6.65265	-1.30E-01	complement component 2 (within H-2S)
10504662	Ccdc180	NM_198660	0.45366898	2.82E-01	-1.17	-6.65265	-1.30E-01	coiled-coil domain containing 180
10545891	Nat8f1	NM_023160	0.45366898	2.82E-01	1.17	-6.65266	2.07E-01	N-acetyltransferase 8 (GCN5-related) family member 1
10598571	4930402K13Rik	NM_001270700	0.45366898	2.82E-01	-1.17	-6.65266	-1.40E-01	RIKEN cDNA 4930402K13 gene
10514697	Mir101a///E130102H24Rik	NR_029537	0.45366898	2.82E-01	-1.17	-6.65266	-1.90E-01	microRNA 101a///RIKEN cDNA E130102H24 gene
10366803	Cyp27b1	NM_010009	0.45376608	2.82E-01	-1.17	-6.65292	-1.33E-01	"cytochrome P450, family 27, subfamily b, polypeptide 1"
10338794		0	0.45376608	2.82E-01	1.17	-6.65292	3.80E-01	
10341807		0	0.45381939	2.82E-01	-1.17	-6.65305	-8.97E-01	
10388352	Sgsm2	NM_197943	0.4539578	2.82E-01	-1.17	-6.65334	-1.30E-01	small G protein signaling modulator 2
10549976		GENSCAN00000051483	0.45397967	2.82E-01	1.17	-6.65342	1.23E-01	
10530560	Slain2	ENSMUST00000043711	0.45403447	2.82E-01	1.17	-6.65356	1.40E-01	"SLAIN motif family, member 2"
10596489	Gpr62	NM_001159652	0.45405943	2.82E-01	-1.17	-6.65364	-1.53E-01	G protein-coupled receptor 62
10372891	Srgap1	NM_001081037	0.45415591	2.82E-01	-1.17	-6.65386	-1.47E-01	SLIT-ROBO Rho GTPase activating protein 1
10435185		ENSMUST00000093713	0.45420905	2.82E-01	-1.17	-6.65399	-2.90E-01	
10471743	Olfr340	NM_146951	0.45428355	2.82E-01	-1.17	-6.65417	-2.07E-01	olfactory receptor 340
10604585	Mir717	NR_030497	0.45444662	2.83E-01	-1.17	-6.65452	-1.73E-01	microRNA 717
10440643	Cldn17	NM_181490	0.45444662	2.83E-01	-1.17	-6.65458	-1.23E-01	claudin 17
10554164		ENSMUST00000091506	0.45444662	2.83E-01	1.17	-6.65458	1.37E-01	
10367479	Olfr775	NM_146545	0.45450719	2.83E-01	-1.17	-6.65473	-1.30E-01	olfactory receptor 775
10455094	Pcdhb13	NM_053138	0.45457892	2.83E-01	-1.17	-6.65493	-1.57E-01	protocadherin beta 13
10461999	Abhd17b	NM_146096	0.45457892	2.83E-01	-1.17	-6.65494	-3.27E-01	abhydrolase domain containing 17B
10338236		0	0.45459264	2.83E-01	-1.17	-6.65503	-6.60E-01	
10443344		10443344	0.45459264	2.83E-01	-1.17	-6.65511	-2.33E-01	
10472382	Scn2a1	NM_001099298	0.45459264	2.83E-01	-1.17	-6.6552	-1.37E-01	"sodium channel, voltage-gated, type II, alpha 1"
10368598	Clvs2	NM_175448	0.45459264	2.83E-01	-1.17	-6.6552	-1.37E-01	clavesin 2
10355532	Tns1	NM_001289895	0.45459264	2.83E-01	1.17	-6.65523	1.50E-01	tensin 1
10482509	Rbm43	NM_001141981	0.45459264	2.83E-01	-1.17	-6.65525	-2.03E-01	RNA binding motif protein 43
10392936	Nt5c	NM_015807	0.45459264	2.83E-01	-1.17	-6.65529	-1.73E-01	"5',3'-nucleotidase, cytosolic"
10429440	Mroh5	ENSMUST00000110021	0.45459264	2.83E-01	-1.17	-6.65529	-1.73E-01	maestro heat-like repeat family member 5
10395136	Fam150b	NM_001159743	0.45459264	2.83E-01	1.17	-6.6553	1.10E-01	"family with sequence similarity 150, member B"
10404008	Vmn1r221///Vmn1r196///Vmn1r191///Vmn1r209///Vmn1r207-ps///Vmn1r188///Vmn1r189///Vmn1r212///Vmn1r222///Vmn1r217///Vmn1r219///Vmn1r203///Vmn1r205///Vmn1r206///Vmn1r213///Vmn1r214///Vmn1r200///Vmn1r-ps103	NM_134215	0.45470548	2.83E-01	-1.17	-6.65554	-1.70E-01	"vomeronasal 1 receptor 221///vomeronasal 1 receptor 196///vomeronasal 1 receptor 191///vomeronasal 1 receptor 209///vomeronasal 1 receptor 207, pseudogene///vomeronasal 1 receptor 188///vomeronasal 1 receptor 189///vomeronasal 1 receptor 212///vomeronasal 1 receptor 222///vomeronasal 1 receptor 217///vomeronasal 1 receptor 219///vomeronasal 1 receptor 203///vomeronasal 1 receptor 205///vomeronasal 1 receptor 206///vomeronasal 1 receptor 213///vomeronasal 1 receptor 214///vomeronasal 1 receptor 200///vomeronasal 1 receptor, pseudogene 103"
10338753		0	0.45473317	2.83E-01	-1.17	-6.65563	-5.07E-01	
10341406		0	0.45474324	2.83E-01	-1.17	-6.65571	-4.47E-01	
10596465	Acy1	NM_001276442	0.45474324	2.83E-01	-1.17	-6.65576	-2.00E-01	aminoacylase 1
10405033	Ecm2	NM_001012324	0.45474324	2.83E-01	1.17	-6.65576	1.30E-01	"extracellular matrix protein 2, female organ and adipocyte specific"
10406896		ENSMUST00000083744	0.45475125	2.83E-01	-1.17	-6.65581	-2.03E-01	
10382844	Snord1c///Snord1b	NR_028569	0.45481073	2.83E-01	1.17	-6.656	2.27E-01	"small nucleolar RNA, C/D box 1C///small nucleolar RNA, C/D box 1B"
10386093	Snord1c///Snord1b	NR_028569	0.45481073	2.83E-01	1.17	-6.656	2.27E-01	"small nucleolar RNA, C/D box 1C///small nucleolar RNA, C/D box 1B"
10576659		ENSMUST00000101915	0.45482992	2.83E-01	1.17	-6.65614	1.37E-01	
10439695	Tagln3	NM_019754	0.45482992	2.83E-01	-1.17	-6.65614	-1.37E-01	transgelin 3
10498992	Tlr2	NM_011905	0.45482992	2.83E-01	1.17	-6.65615	1.70E-01	toll-like receptor 2
10571353	6430573F11Rik	XM_006509133	0.45483447	2.83E-01	-1.17	-6.65619	-1.27E-01	RIKEN cDNA 6430573F11 gene
10526441	Upk3b	NM_175309	0.45484005	2.83E-01	-1.17	-6.65624	-1.83E-01	uroplakin 3B
10339961		0	0.45493436	2.83E-01	-1.17	-6.65645	-2.40E-01	
10479975		ENSMUST00000083890	0.4550626	2.83E-01	1.17	-6.65675	3.10E-01	
10605512		XM_006528359	0.4550626	2.83E-01	1.17	-6.65676	1.43E-01	
10590265		ENSMUST00000082446	0.45507399	2.83E-01	-1.17	-6.65682	-2.33E-01	
10339306		0	0.45512132	2.83E-01	-1.17	-6.65694	-3.53E-01	
10425166	Nol12	NM_133800	0.45514231	2.83E-01	1.17	-6.65702	3.13E-01	nucleolar protein 12
10454877	Pura	NM_008989	0.45520981	2.83E-01	1.17	-6.65718	2.47E-01	purine rich element binding protein A
10494751		ENSMUST00000082639	0.45528715	2.84E-01	1.17	-6.65736	1.53E-01	
10434629	Map3k13	NM_172821	0.45539532	2.84E-01	-1.17	-6.65759	-1.67E-01	mitogen-activated protein kinase kinase kinase 13
10343585		0	0.4554432	2.84E-01	1.17	-6.65772	2.70E-01	
10362513	Hs3st5	NM_001081208	0.45545139	2.84E-01	1.16	-6.65777	1.57E-01	heparan sulfate (glucosamine) 3-O-sulfotransferase 5
10484357	Rps4x	NM_009094	0.45547762	2.84E-01	1.16	-6.65786	1.17E-01	"ribosomal protein S4, X-linked"
10401948		ENSMUST00000083038	0.45553501	2.84E-01	-1.16	-6.658	-1.27E-01	
10588077	Prr23a3	NM_028033	0.45553766	2.84E-01	-1.16	-6.65804	-1.60E-01	"proline rich 23A, member 3"
10340556		0	0.4555464	2.84E-01	-1.16	-6.65809	-2.33E-01	
10601925		ENSMUST00000083161	0.4555496	2.84E-01	-1.16	-6.65815	-1.70E-01	
10477361	Efcab8	NR_036629	0.4555496	2.84E-01	-1.16	-6.65818	-1.10E-01	EF-hand calcium binding domain 8
10339817		0	0.45562331	2.84E-01	-1.16	-6.65835	-7.03E-01	
10539921	4933427D06Rik	NM_175017	0.45566879	2.84E-01	-1.16	-6.6585	-2.10E-01	RIKEN cDNA 4933427D06 gene
10497197	5330432E05Rik	XR_106108	0.45566879	2.84E-01	1.16	-6.65851	1.30E-01	RIKEN cDNA 5330432E05 gene
10427675	Spef2	NM_177123	0.45570424	2.84E-01	-1.16	-6.65861	-2.87E-01	sperm flagellar 2
10344519		0	0.45612108	2.84E-01	1.16	-6.65941	2.93E-01	
10549972	Zscan4f///Zscan4b///Zscan4d///Zscan4a///Zscan4c	NM_001013765	0.45616824	2.84E-01	-1.16	-6.65953	-1.30E-01	zinc finger and SCAN domain containing 4F///zinc finger and SCAN domain containing 4B///zinc finger and SCAN domain containing 4D///zinc finger and SCAN domain containing 4A///zinc finger and SCAN domain containing 4C
10572622	Gtpbp3	NM_032544	0.45626505	2.84E-01	1.16	-6.65978	1.40E-01	GTP binding protein 3
10543551	Rbm28	NM_133925	0.45626505	2.84E-01	-1.16	-6.65984	-1.20E-01	RNA binding motif protein 28
10530306	Phox2b	NM_008888	0.45626505	2.84E-01	-1.16	-6.65986	-1.50E-01	paired-like homeobox 2b
10524969	Hrk	NM_007545	0.45626505	2.84E-01	-1.16	-6.65987	-1.30E-01	"harakiri, BCL2 interacting protein (contains only BH3 domain)"
10510720	Rpl22	NM_001277113	0.45626505	2.84E-01	1.16	-6.65989	1.93E-01	ribosomal protein L22
10395910	Pnn	NM_008891	0.45633502	2.84E-01	-1.16	-6.66006	-1.47E-01	pinin
10345368	D1Ertd448e	ENSMUST00000027303	0.45635545	2.84E-01	-1.16	-6.66013	-1.43E-01	"DNA segment, Chr 1, ERATO Doi 448, expressed"
10432139	Zfp641	NM_173769	0.45641877	2.85E-01	-1.16	-6.66029	-1.23E-01	zinc finger protein 641
10598240	Shroom4	NM_001040459	0.45651088	2.85E-01	1.16	-6.66049	1.80E-01	shroom family member 4
10607486	Ptchd1	NM_001093750	0.45658491	2.85E-01	-1.16	-6.66066	-1.23E-01	patched domain containing 1
10358573	Hmcn1	NM_001024720	0.45658753	2.85E-01	-1.16	-6.6607	-2.03E-01	hemicentin 1
10339854		0	0.45672454	2.85E-01	-1.16	-6.66102	-1.90E-01	
10371670		ENSMUST00000083071	0.45672454	2.85E-01	-1.16	-6.66103	-1.10E-01	
10587077	Gm16551	NR_045284	0.45673317	2.85E-01	-1.16	-6.66108	-1.37E-01	predicted gene 16551
10397715		10397715	0.45681678	2.85E-01	-1.16	-6.66127	-2.70E-01	
10540213		ENSMUST00000158444	0.45682094	2.85E-01	-1.16	-6.66134	-1.90E-01	
10340084		0	0.45682094	2.85E-01	1.16	-6.66135	4.13E-01	
10431697	Abcd2	NM_011994	0.45683437	2.85E-01	-1.16	-6.66142	-1.23E-01	"ATP-binding cassette, sub-family D (ALD), member 2"
10554142	Kansl2	NM_001289437	0.45687585	2.85E-01	1.16	-6.66153	1.40E-01	KAT8 regulatory NSL complex subunit 2
10581167		10581167	0.45687585	2.85E-01	-1.16	-6.66157	-1.30E-01	
10477604	Itch	NM_001243712	0.4568929	2.85E-01	-1.16	-6.66163	-1.73E-01	"itchy, E3 ubiquitin protein ligase"
10377001	Tmem220	NM_001291042	0.45690551	2.85E-01	-1.16	-6.6617	-1.37E-01	transmembrane protein 220
10508486		ENSMUST00000097869	0.45690617	2.85E-01	-1.16	-6.66173	-1.93E-01	
10413983		XM_006519762	0.45693362	2.85E-01	-1.16	-6.66183	-1.40E-01	
10353167	Tram1	NM_028173	0.45693362	2.85E-01	1.16	-6.66186	1.60E-01	translocating chain-associating membrane protein 1
10454252		GENSCAN00000001137	0.45699931	2.85E-01	1.16	-6.66202	1.73E-01	
10375027		ENSMUST00000121140	0.45710238	2.85E-01	1.16	-6.66224	2.00E-01	
10453705	Rab18	NM_001278447	0.45717506	2.85E-01	1.16	-6.66244	3.60E-01	"RAB18, member RAS oncogene family"
10360336	Olfr1406	NM_146763	0.45717506	2.85E-01	1.16	-6.66245	1.10E-01	olfactory receptor 1406
10503497	Slc7a13	NM_028746	0.45717998	2.85E-01	-1.16	-6.66249	-1.53E-01	"solute carrier family 7, (cationic amino acid transporter, y+ system) member 13"
10487685	Avp	NM_009732	0.45719525	2.85E-01	-1.16	-6.66256	-1.67E-01	arginine vasopressin
10408616	Slc22a23	NM_001033167	0.45720917	2.85E-01	-1.16	-6.66262	-1.20E-01	"solute carrier family 22, member 23"
10339991		0	0.45724934	2.85E-01	-1.16	-6.66273	-3.03E-01	
10338388		0	0.45729981	2.85E-01	-1.16	-6.66286	-3.17E-01	
