	GeneSymbol_GSM2386506_Kupper.txt	mRNA_Accession_GSM2386506_Kupper.txt	adj.P.Val_GSM2386506_Kupper.txt	logFC_GSM2386506_Kupper.txt	GeneSymbol_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	mRNA_Accession_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	adj.P.Val_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	logFC_GSE47045_GEO2R_TRM_v_TN_Carbone.txt	GeneSymbol_GSE79858_Slansky_TIL_v_TN.txt	mRNA_Accession_GSE79858_Slansky_TIL_v_TN.txt	adj.P.Val_GSE79858_Slansky_TIL_v_TN.txt	logFC_GSE79858_Slansky_TIL_v_TN.txt	GeneSymbol_GSE_Anderson_TIL_v_Naive.txt	mRNA_Accession_GSE_Anderson_TIL_v_Naive.txt	adj.P.Val_GSE_Anderson_TIL_v_Naive.txt	logFC_GSE_Anderson_TIL_v_Naive.txt
10587	Gnat3	ENSMUST00000030561	0.8894	0.11673167	Gnat3	NM_001081143	0.9888469999999999	0.01337148	Gnat3	NM_001081143	0.96386492	-0.01				
10588	Gnaz	ENSMUST00000037813	0.9856	-0.01680133	Gnaz	NM_010311	0.730073	-0.24659704	Gnaz	NM_010311	0.34343776	0.153	Gnaz	NM_010311	0.5915	0.128313
10589	Gnb1	NM_008142	0.2483	0.718068	Gnb1	NM_001160016	0.9223459999999999	0.21301628	Gnb1	NM_001160016	0.0130679	0.5429999999999999	Gnb1	NM_001160016	0.30768666666666666	0.6697678333333333
10590	Gnb1l	NM_023120	0.9748	0.036927	Gnb1l	XR_384924	0.9013835	-0.007665649999999996	Gnb1l	XR_384924	0.475464865	-0.12149999999999997	Gnb1l	NM_001081682	0.035	0.9391458
10591	Gnb2	ENSMUST00000031726	0.7839	0.258933	Gnb2	NM_010312	0.748676	-0.40750933	Gnb2	NM_010312	0.08069412	0.35	Gnb2	NM_010312	0.0172	1.1771049999999998
10592	Gnb2l1	NM_008143	0.4670666666666667	-0.5841706666666666												
10593	Gnb3	NM_013530	0.8097	-0.218944	Gnb3	NM_013530	0.9223459999999999	0.0673309	Gnb3	NM_013530	0.31361612	-0.16699999999999998	Gnb3	NM_013530	0.642	0.1474262
10594	Gnb4	ENSMUST00000155737	0.7711	-0.426688	Gnb4	NM_013531	0.667337	-0.49280485	Gnb4	NM_013531	0.03596638	0.927	Gnb4	NM_013531	0.10833333333333334	0.6496676
10595	Gnb5	ENSMUST00000076889	0.7991	0.16871933	Gnb5	NM_010313	0.765832	0.32826747	Gnb5	NM_010313	0.08157360000000001	0.58	Gnb5	NM_010313	0.01569	0.96672585
10596	Gne	NM_001190414	0.6962	0.26331533	Gne	NM_001190414	0.84765	-0.37504757	Gne	NM_001190414	0.90637721	0.0433	Gne	NM_001190414	0.17345	-0.10685685
10597	Gng10	NM_025277	0.9699	0.03896633	Gng10	NM_025277	0.796956	0.43706328	Gng10	NM_025277	0.07951072	0.39	Gng10	NM_025277	0.00256	1.4624325
10598	Gng11	ENSMUST00000031670	0.3142	1.07004667	Gng11	NM_025331	0.790555	-0.17476542	Gng11	NM_025331	0.23178569999999998	0.57	Gng11	NM_025331	0.00022	2.1585486
10599	Gng12	ENSMUST00000114222	0.8969	-0.14571	Gng12	NM_001177556	0.642312	-0.27189143	Gng12	NM_001177556	0.0040089	0.93	Gng12	NM_001177556	0.4275	0.60330585
10600	Gng2	NM_010315	0.2303	1.24826367	Gng2	NM_001038637	0.457189	0.77325953	Gng2	NM_001038637	0.20630593	0.28	Gng2	NM_001038637	0.000126345	4.07979765
10601	Gng3	NM_010316	0.9749	-0.02697333	Gng3	NM_010316	0.787664	0.19219145	Gng3	NM_010316	0.00181488	2.46	Gng3	NM_010316	0.00234	1.6256624
10602	Gng4	ENSMUST00000021734	0.8662	0.16511267	Gng4	NM_010317	0.8329200000000001	-0.16099782	Gng4	NM_010317	0.33479022	-0.247	Gng4	NM_010317	0.7010000000000001	-0.128743
10603	Gng5	NM_010318	0.7555	-0.32327500000000003	Gng5	NM_010318	0.8448389999999999	0.24390363	Gng5	NM_010318	0.21076235	0.22				
10604	Gng7	NM_001038655	0.7573	0.52092267	Gng7	NM_001038655	0.770895	0.28414967	Gng7	NM_001038655	0.34422866	-0.17	Gng7	NM_001038655	0.705	0.1235421
10605	Gng8	NM_010320	0.9853	-0.02345967	Gng8	NM_010320	0.9018510000000001	0.08224353	Gng8	NM_010320	0.01186679	1.24	Gng8	NM_010320	0.718	-0.1370159
10606	Gngt1	ENSMUST00000031673	0.9318	0.070826	Gngt1	ENSMUST00000159369	0.9747709999999999	-0.02022055	Gngt1	ENSMUST00000159369	0.92380227	0.0233	Gngt1	NM_010314	0.407775	0.306134975
10607	Gngt2	ENSMUST00000036088	0.557	-0.393038	Gngt2	NM_001284397	0.771799	0.37338467	Gngt2	NM_001284397	0.44830059999999994	0.297	Gngt2	NM_001038664	0.195	-0.6187512
10608	Gnl1	ENSMUST00000087200	0.6337	0.39765067	Gnl1	NM_008136	0.8381540000000001	0.20776381	Gnl1	NM_008136	0.75204575	-0.0667	Gnl1	NM_008136	0.4765	-0.4076781500000001
10609	Gnl2	NM_145552	0.959	-0.084038	Gnl2	NM_145552	0.667337	0.34239602	Gnl2	NM_145552	0.30360423	0.247	Gnl2	NM_145552	0.6429999999999999	-0.009781966666666642
10610	Gnl3	NM_153547	0.7525	0.29764233	Gnl3	NM_153547	0.555817	-0.67088132	Gnl3	NM_153547	0.54775137	0.17300000000000001	Gnl3	NM_153547	0.507	0.6718430000000001
10611	Gnl3l	NM_198110	0.9765	-0.031673	Gnl3l	NM_001168600	0.735314	0.33174088	Gnl3l	NM_001168600	0.00523489	0.807	Gnl3l	NM_001168600	0.516	0.1711222
10612	Gnmt	NM_010321	0.9618	-0.05082933	Gnmt	NM_010321	0.9823729999999999	0.02442147	Gnmt	NM_010321	0.77003982	-0.0567	Gnmt	NM_010321	0.369	-0.23303429999999997
10613	Gnpat	NM_010322	0.3202	-0.99338	Gnpat	NM_010322	0.833515	-0.32389457	Gnpat	NM_010322	0.94751624	-0.0133	Gnpat	NM_010322	0.0791	-1.0502364
10614	Gnpda1	NM_011937	0.5958	1.03110867									Gnpda1	NM_011937	0.039	0.8604571
10615	Gnpda2	ENSMUST00000031117	0.5928	-0.63889167	Gnpda2	NM_001038015	0.925818	0.05972045	Gnpda2	NM_001038015	0.08196981	0.57	Gnpda2	NM_001038015	0.17036666666666667	0.7863000666666667
10616	Gnpnat1	NM_019425	0.4485	-1.10397933	Gnpnat1	NM_019425	0.589786	-0.95529474	Gnpnat1	NM_019425	0.00076303	1.4649999999999999	Gnpnat1	NM_019425	0.25489225	0.10375915000000002
10617	Gnptab	NM_001004164	0.1807	1.39211233	Gnptab	NM_001004164	0.17555199999999999	1.17569629	Gnptab	NM_001004164	0.20624303	0.32299999999999995	Gnptab	NM_001004164	0.0036459999999999995	2.2183762000000002
10618	Gnptg	NM_172529	0.6204	-0.440449	Gnptg	NM_172529	0.890561	0.1989886	Gnptg	NM_172529	0.80197226	-0.0567	Gnptg	NM_172529	0.00126	1.1312659999999999
10619	Gnrh1	NM_008145	0.3247	-1.25292833	Gnrh1	NM_008145	0.880883	0.62900376	Gnrh1	NM_008145	0.95323238	-0.02				
10620	Gnrhr	NM_010323	0.9653	-0.038198	Gnrhr	NM_010323	0.812	-0.161183	Gnrhr	NM_010323	0.81722821	0.0467	Gnrhr	NM_010323	0.46900000000000003	-0.017595433333333344
10621	Gns	NM_029364	0.5077	0.63253767	Gns	NM_029364	0.638804	0.30486006	Gns	NM_029364	0.01332281	0.87	Gns	NM_029364	0.020238966666666667	2.1830250666666666
10622	Golga1	ENSMUST00000039165	0.2071	-0.83195067	Golga1	NM_001290649	0.579101	-0.578799	Golga1	NM_001290649	0.21360406	-0.26	Golga1	NM_001290649	0.0020096666666666665	-1.7188564333333332
10623	Golga2	NM_133852	0.7874	0.196862	Golga2	NM_001080968	0.999287	0.00130049	Golga2	NM_001080968	0.45876374	0.14300000000000002	Golga2	NM_001080968	0.145	0.32202990000000004
10624	Golga3	ENSMUST00000112512	0.8262	-0.31880433	Golga3	NM_008146	0.304797	-0.5963993000000001	Golga3	NM_008146	0.54321936	-0.147	Golga3	NM_008146	0.1543	-0.044919833333333346
10625	Golga4	NM_018748	0.9169	-0.10475167	Golga4	NM_018748	0.755229	0.3672014	Golga4	NM_018748	0.58124398	-0.0933	Golga4	NM_018748	0.38416333333333336	-0.8091186333333332
10626	Golga5	NM_001199004	0.7613	-0.33224733	Golga5	NM_001199004	0.6539020000000001	-0.64681593	Golga5	NM_001199004	0.091032	-0.447	Golga5	NM_001199004	0.532	0.49529799999999996
10627	Golga7	NM_020585	0.7604	-0.63281167	Golga7	NM_001042484	0.887301	-0.23534587	Golga7	NM_001042484	0.14496389999999998	0.24	Golga7	NM_001042484	0.0187	0.5534208
10628	Golga7b	NM_001141983	0.9787	-0.02256333	Golga7b	NM_001141983	0.8291379999999999	-0.14312427	Golga7b	NM_001141983	0.24921335	-0.287	Golga7b	NM_001141983	0.6659999999999999	-0.16414640000000003
10629	Golgb1	NM_030035	0.9321	-0.16443433	Golgb1	NM_030035	0.818294	-0.18786503	Golgb1	NM_030035	0.72009336	-0.0833	Golgb1	NM_030035	0.16293333333333335	-0.5843216999999999
10630	Golim4	NM_175193	0.3214	1.22582567	Golim4	NM_001291069	0.322194	0.90400806	Golim4	NM_001291069	0.02386751	0.693	Golim4	NM_001291069	0.07405	1.44253735
10631	Golm1	NM_027307	0.9658	0.04184933	Golm1	NM_001035122	0.317349	1.60240957	Golm1	NM_001035122	0.00153554	-1.5	Golm1	NM_001035122	0.0009140000000000001	-2.1391148999999996
10632	Golph3	NM_025673	0.4904	0.533758	Golph3	NM_025673	0.8307279999999999	0.014458209999999999	Golph3	NM_025673	0.323329375	-0.22649999999999998	Golph3	NM_025673	0.17152499999999998	0.2158059499999999
10633	Golph3l	NM_146133	0.3926	-1.08379733	Golph3l	NM_001177669	0.8787959999999999	0.25390576	Golph3l	NM_001177669	0.54689145	0.193	Golph3l	NM_001177669	0.3424	-0.48718079999999997
10634	Golt1a	NM_026680	0.8243	0.211827	Golt1a	NM_026680	0.923917	0.07725357	Golt1a	NM_026680	0.31631934	-0.177	Golt1a	NM_026680	0.446	-0.2934609
10635	Golt1b	NM_025872	0.2276	0.64051633	Golt1b	NM_025872	0.998801	0.00523891	Golt1b	NM_025872	0.00283925	0.757	Golt1b	NM_025872	0.01694	1.8160541499999998
10636	Gon4l	NM_001242372	0.575	-0.49229433	Gon4l	NM_001242372	0.84765	-0.24653016	Gon4l	NM_001242372	0.0086663	-0.59	Gon4l	NM_001242372	0.185	0.3096505
10637	Gopc	NM_001199272	0.9351	-0.14563833	Gopc	NM_001199272	0.8448389999999999	-0.28069255	Gopc	NM_001199272	0.84928726	-0.07	Gopc	NM_001199272	0.41933333333333334	-0.5066679
10638	Gorab	NM_178883	0.5348	-0.48838867	Gorab	NM_178883	0.8903129999999999	-0.08282636	Gorab	NM_178883	0.01513591	0.603	Gorab	NM_178883	0.48	0.73259585
10639	Gorasp1	NM_028976	0.8746	0.19260233	Gorasp1	NM_028976	0.8759290000000001	-0.10335396	Gorasp1	NM_028976	0.37497117	-0.193	Gorasp1	NM_028976	0.2925	-0.24297259999999998
10640	Gorasp2	NR_027343	0.7947	-0.20273533	Gorasp2	ENSMUST00000112205	0.9958870000000001	0.00624455	Gorasp2	ENSMUST00000112205	0.00888722	0.72	Gorasp2	NM_027352	0.32865999999999995	0.76786915
10641	Gosr1	NM_016810	0.8177	-0.18871633	Gosr1	NM_016810	0.73555	-0.31489765	Gosr1	NM_016810	0.25341181	-0.25	Gosr1	NM_016810	0.3634	-0.27459285
10642	Gosr2	ENSMUST00000021329	0.986	0.02990867	Gosr2	NM_019650	0.366465	-1.40505833	Gosr2	NM_019650	0.26796133	0.247	Gosr2	NM_019650	0.115205	0.9269291500000001
10643	Got1	NM_010324	0.1189	1.77988833	Got1	NM_010324	0.9172799999999999	-0.17300605	Got1	NM_010324	0.25443912	0.45	Got1	NM_010324	0.322	-0.3516229
10644	Got1l1	NM_029674	0.5653	0.27746167	Got1l1	NM_029674	0.84765	0.11825883	Got1l1	NM_029674	0.23920108	-0.21	Got1l1	NM_029674	0.766	-0.18921145
10645	Got2	J02622	0.6762	0.2846255	Got2	NM_010325	0.765545	0.37901551	Got2	NM_010325	0.00267752	1.37	Got2	NM_010325	0.4522725	0.514901325
10646	Gp1ba	ENSMUST00000108551	0.2594	-0.79451	Gp1ba	NM_010326	0.986066	-0.02082839	Gp1ba	NM_010326	0.53247583	-0.13	Gp1ba	NM_010326	0.95	-0.045376599999999996
10647	Gp1bb	NM_001001999	0.5109	0.58907567	Gp1bb	NM_001001999	0.907416	0.08295007	Gp1bb	NM_001001999	0.6551219	0.0733	Gp1bb	NM_001001999	0.5495666666666666	0.13178220000000002
10648	Gp2	NM_025989	0.9576	-0.060629	Gp2	NM_025989	0.991841	0.00632689	Gp2	NM_025989	0.14076412	-0.32299999999999995	Gp2	NM_025989	0.0324	-0.4789111
10649	Gp49a	ENSMUST00000102894	0.0682	5.382466												
10650	Gp5	NM_008148	0.9635	0.04577567	Gp5	NM_008148	0.653157	0.39166914	Gp5	NM_008148	0.29756317	-0.28300000000000003	Gp5	NM_008148	0.45899999999999996	-0.1416624
10651	Gp6	NM_001163014	0.5638	0.315991									Gp6	NM_001163014	0.5539999999999999	-0.16324729999999998
10652	Gp9	NM_018762	0.6458	0.43205733	Gp9	NM_018762	0.9114129999999999	-0.08665556	Gp9	NM_018762	0.47329945	-0.153	Gp9	NM_018762	0.133	-0.6027055
10653	Gpa33	ENSMUST00000060833	0.9936	0.00572967	Gpa33	NM_021610	0.8433219999999999	-0.17772781	Gpa33	NM_021610	0.37780905	-0.207	Gpa33	NM_021610	0.5785	-0.34297714999999995
10654	Gpaa1	ENSMUST00000023221	0.6963	0.41132533	Gpaa1	NM_010331	0.871591	0.19472177	Gpaa1	NM_010331	0.02528523	0.503	Gpaa1	NM_010331	0.3495333333333333	0.05931889999999999
10655	Gpam	ENSMUST00000086868	0.7476	-0.37972333	Gpam	NM_008149	0.636789	-0.27329035	Gpam	NM_008149	0.36494535	-0.177	Gpam	NM_008149	0.26055	-0.3681318
10656	Gpank1	NM_032460	0.7915	-0.228304335	Gpank1	NM_001128597	0.9816755	-0.045124960000000006	Gpank1	NM_001128597	0.17628829666666668	-0.27099999999999996	Gpank1	NM_001128597	0.43884999999999996	-0.40318350000000003
10657	Gpat2	NM_001081089	0.7723	-0.20831667	Gpat2	NM_001081089	0.665432	-0.37536813	Gpat2	NM_001081089	0.36325138	-0.237	Gpat2	NM_001081089	0.0384	1.0012497999999999
10658	Gpatch1	NM_026181	0.9658	-0.124766	Gpatch1	NM_026181	0.532377	-0.36258662	Gpatch1	NM_026181	0.92568675	0.0433	Gpatch1	NM_026181	0.491	-0.1784496
10659	Gpatch2	NM_026367	0.36729999999999996	-0.74277233	Gpatch2	NM_026367	0.940301	0.08647636	Gpatch2	NM_026367	0.05852673	-0.433	Gpatch2	NM_026367	0.36453	-0.6355717000000001
10660	Gpatch3	NM_172876	0.9825	0.027191000000000003	Gpatch3	NM_172876	0.8571340000000001	-0.17176833	Gpatch3	NM_172876	0.14977555	-0.51	Gpatch3	NM_172876	0.5720000000000001	0.1329485
10661	Gpatch4	NM_025663	0.3048	-0.583583	Gpatch4	NM_001286857	0.21898600000000001	-0.93970936	Gpatch4	NM_001286857	0.08464286	0.677	Gpatch4	NM_001110809	0.01710333333333333	-2.5866377999999997
10662	Gpatch8	NM_001159492	0.664	-0.48179167	Gpatch8	NM_001159492	0.5815051999999999	-0.6123378460000001	Gpatch8	NM_001159492	0.19351381	-0.502	Gpatch8	NM_001159492	0.36013333333333336	-0.4033816333333334
10663	Gpbar1	ENSMUST00000077985	0.6559999999999999	0.876401	Gpbar1	NM_174985	0.996243	-0.00575027	Gpbar1	NM_174985	0.62248299	-0.12300000000000001				
10664	Gpbp1	ENSMUST00000047627	0.9797	0.044282	Gpbp1	NM_001122963	0.918687	-0.17058543	Gpbp1	NM_001122963	0.16440193	-0.253	Gpbp1	NM_001122963	0.607	0.24485869999999998
10665	Gpbp1l1	NM_029868	0.6992	-0.363955165	Gpbp1l1	NM_029868	0.946098	-0.05614183	Gpbp1l1	NM_029868	0.02567672	-0.65	Gpbp1l1	NM_029868	0.0241	-0.699769
10666	Gpc1	NM_016696	0.9829	-0.006035165	Gpc1	NM_016696	0.817883	-0.1715011	Gpc1	NM_016696	0.15129251	0.36700000000000005	Gpc1	NM_016696	0.298	0.615211
10667	Gpc2	ENSMUST00000161827	0.9701	0.029408	Gpc2	NM_172412	0.984239	0.02466945	Gpc2	NM_172412	0.53570339	-0.113	Gpc2	NM_172412	0.192	0.6958272
10668	Gpc3	NM_016697	0.2588	0.69668333	Gpc3	NM_016697	0.926162	-0.06582008	Gpc3	NM_016697	0.8754162	-0.0333	Gpc3	NM_016697	0.545	-0.2606075
10669	Gpc4	ENSMUST00000033450	0.9678	0.067243	Gpc4	NM_008150	0.8956780000000001	0.07574665	Gpc4	NM_008150	0.45045740000000006	-0.12300000000000001	Gpc4	NM_008150	0.223	-0.43662315
10670	Gpc5	NM_175500	0.7346	-0.20069367	Gpc5	NM_175500	0.818294	-0.14260072	Gpc5	NM_175500	0.13334264	-0.28	Gpc5	NM_175500	0.41100000000000003	-0.1566799
10671	Gpc6	NM_001079844	0.1972	1.24245567	Gpc6	NM_001079844	0.9324709999999999	-0.05886669	Gpc6	NM_001079844	0.74699395	-0.0633	Gpc6	NM_001079844	0.47862	0.07803062000000001
10672	Gpcpd1	NM_028802	0.8965	-0.13958800000000002	Gpcpd1	NM_001042672	0.075435	-1.33341975	Gpcpd1	NM_001042672	0.00123815	-1.34	Gpcpd1	NM_001042671	0.27095	-0.3803837
10673	Gpd1	NM_010271	0.94225	-0.060709835000000004	Gpd1	NM_010271	0.952835	-0.04490926	Gpd1	NM_010271	0.49396165	-0.11	Gpd1	NM_010271	0.5670000000000001	-0.14653852499999998
10674	Gpd1l	NM_175380	0.42	-0.79905933	Gpd1l	NM_175380	0.950434	-0.05239302	Gpd1l	NM_175380	0.30312075	-0.157	Gpd1l	NM_175380	0.43435	-0.7013848000000001
10675	Gpd2	NM_001145820	0.4245	0.49848	Gpd2	NM_001145820	0.9343459999999999	-0.20294607	Gpd2	NM_001145820	8.932e-05	2.72	Gpd2	NM_001145820	0.012616	2.6715127749999996
10676	Gpha2	ENSMUST00000113526	0.3803	0.52184467	Gpha2	NM_130453	0.9483809999999999	0.08828676	Gpha2	NM_130453	0.9607428	0.01	Gpha2	NM_130453	0.55	-0.1981974
10677	Gphb5	NM_175644	0.7981	0.16801667	Gphb5	NM_175644	0.891862	-0.12028266	Gphb5	NM_175644	0.3128816	-0.22				
10678	Gphn	NM_172952	0.9878	0.03334933	Gphn	NM_145965	0.991452	-0.01914384	Gphn	NM_145965	0.44926511	0.22	Gphn	NM_145965	0.08115666666666667	0.9256778
10679	Gpi1	NM_008155	0.7637	-0.20593666500000002	Gpi1	NM_008155	0.7537024999999999	0.488116715	Gpi1	NM_008155	0.00484618	0.7635000000000001	Gpi1	NM_008155	0.01509625	0.6137204
10680	Gpihbp1	NM_026730	0.6643	0.8494459999999999	Gpihbp1	NM_026730	0.539415	0.25061576	Gpihbp1	NM_026730	0.24930166	-0.17300000000000001	Gpihbp1	NM_026730	0.207	-0.6985383000000001
10681	Gpkow	NM_173747	0.8116	-0.168244	Gpkow	NM_173747	0.278526	0.49407381	Gpkow	NM_173747	0.36645938	-0.257	Gpkow	NM_173747	0.19685000000000002	0.5692705
10682	Gpld1	NM_008156	0.9057	0.16101	Gpld1	NM_008156	0.761829	-0.16330661	Gpld1	NM_008156	0.52309103	0.107	Gpld1	NM_008156	0.326	0.36893899999999996
10683	Gpm6a	NM_153581	0.8591	0.12446067	Gpm6a	NM_001253754	0.7822899999999999	0.20305645	Gpm6a	NM_001253754	0.42538796	-0.21	Gpm6a	NM_001253754	0.741	0.08125974999999999
10684	Gpm6b	NM_001177956	0.6071	0.84186667	Gpm6b	NM_001177955	0.899284	0.09468139	Gpm6b	NM_001177955	0.02648024	1.07	Gpm6b	NM_001177955	0.008767490000000001	2.9740945
10685	Gpn1	ENSMUST00000076949	0.8181	-0.45251167	Gpn1	NM_133756	0.714707	0.27006608	Gpn1	NM_133756	0.05758896	0.37	Gpn1	NM_133756	0.38739999999999997	-0.3918066333333334
10686	Gpn2	NM_133884	0.6201	0.46978367	Gpn2	NM_001290742	0.765545	0.26330828	Gpn2	NM_001290742	0.55618399	0.187	Gpn2	NM_001290742	0.00468	1.7758243000000002
10687	Gpn3	ENSMUST00000031420	0.5922499999999999	0.324441835	Gpn3	NM_024216	0.932342	0.20781697	Gpn3	NM_024216	0.20328785	-0.33299999999999996	Gpn3	NM_024216	0.46299999999999997	-0.2294875
10688	Gpnmb	NM_053110	0.3523	1.18229033	Gpnmb	NM_053110	0.871591	0.1051565	Gpnmb	NM_053110	0.00150523	1.08	Gpnmb	NM_053110	0.517	0.2254241
10689	Gpr1	ENSMUST00000050536	0.8266	0.182648	Gpr1	NM_146250	0.781213	0.21546703	Gpr1	NM_146250	0.87100388	-0.0433	Gpr1	NM_146250	0.726	-0.0888528
10690	Gpr101	NM_001033360	0.9857	-0.01871933	Gpr101	NM_001033360	0.876933	-0.08710357	Gpr101	NM_001033360	0.45364213	-0.21	Gpr101	NM_001033360	0.8740000000000001	-0.036752999999999994
10691	Gpr107	NM_178760	0.8539	-0.117967	Gpr107	NM_178760	0.8833479999999999	0.22920495	Gpr107	NM_178760	0.31046609	0.23	Gpr107	NM_178760	0.3981788	0.5569442399999998
10692	Gpr108	NM_030084	0.7162	-0.30038967	Gpr108	NM_030084	0.790365	0.31974783	Gpr108	NM_030084	1.0	-3.55e-15	Gpr108	NM_030084	0.0581	0.7689335999999999
10693	Gpr110	ENSMUST00000047399	0.7384	0.19415467												
10694	Gpr111	NM_001033493	0.861	-0.114012												
10695	Gpr112	BC132476	0.8718	0.134613												
10696	Gpr113	NM_001014394	0.9882	-0.01745167												
10697	Gpr114	NM_001145972	0.1056	1.34399767												
10698	Gpr115	NM_030067	0.8718	0.12491467												
10699	Gpr116	NM_001081178	0.4207	1.332815												
10700	Gpr119	NM_181751	0.9885	0.014372	Gpr119	NM_181751	0.98477	0.01532568	Gpr119	NM_181751	0.22412811	-0.31				
10701	Gpr12	NM_008151	0.9618	0.03814167	Gpr12	NM_008151	0.8844850000000001	-0.11009836	Gpr12	NM_008151	0.36313557	-0.13699999999999998	Gpr12	NM_001010941	0.6692333333333335	0.1353028
10702	Gpr123	NM_177469	0.759	-0.17486933												
10703	Gpr124	NM_054044	0.8591	0.15544833												
10704	Gpr125	NM_133911	0.6511	0.46143667												
10705	Gpr126	NM_001002268	0.7677	0.278254												
10706	Gpr128	NM_172825	0.906	-0.11267533												
10707	Gpr132	NM_019925	0.1019	2.01328167	Gpr132	NM_019925	0.242997	0.82030365	Gpr132	NM_019925	0.00439202	-1.87	Gpr132	NM_019925	0.044700000000000004	-2.1538665999999997
10708	Gpr133	NM_001081342	0.468	0.38712767												
10709	Gpr135	NM_181752	0.6889	-0.210032	Gpr135	NM_181752	0.871341	0.10175758	Gpr135	NM_181752	0.12853342	-0.243	Gpr135	NM_181752	0.47933333333333333	0.18224133333333334
10710	Gpr137	NM_207220	0.7369	0.21680433	Gpr137	NM_001177362	0.995836	0.00448032	Gpr137	NM_001177362	0.57115681	-0.11	Gpr137	NM_001177360	0.0244	0.7333729
10711	Gpr137b	NM_031999	0.3216	0.949411	Gpr137b	NM_031999	0.8902540000000001	-0.15930271	Gpr137b	NM_031999	0.12668824	0.7	Gpr137b	NM_031999	0.046482133333333335	1.8023012833333334
10712	Gpr137b-ps	NR_003568	0.5343	1.00896767	Gpr137b-ps	NR_003568	0.809026	-0.29792607	Gpr137b-ps	NR_003568	0.01594517	1.36	Gpr137b-ps	NR_003568	5.6899999999999994e-05	3.2789007000000003
10713	Gpr137c	NM_027518	0.9316	0.09665867	Gpr137c	AK082691	0.9478620000000001	0.04165706	Gpr137c	AK082691	0.07173556	-0.337	Gpr137c	NM_027518	0.157	-0.3915188
10714	Gpr139	NM_001024138	0.5526	0.293949	Gpr139	NM_001024138	0.8976190000000001	-0.08791491	Gpr139	NM_001024138	0.13591237	-0.33				
10715	Gpr141	NM_181754	0.6771	2.59076067	Gpr141	NM_181754	0.1518	3.18049062	Gpr141	NM_181754	0.00313309	1.49				
10716	Gpr142	NM_181749	0.9309	-0.06299400000000001	Gpr142	NM_181749	0.9511809999999999	-0.04024271	Gpr142	NM_181749	0.0315823	-0.517				
10717	Gpr143	NM_010951	0.7808	0.20142967	Gpr143	NM_010951	0.93599	0.06222195	Gpr143	NM_010951	0.85909608	0.0333	Gpr143	NM_010951	0.366	0.27477729999999995
10718	Gpr146	ENSMUST00000100514	0.2176	-0.913085	Gpr146	NM_001038703	0.231071	-0.90098291	Gpr146	NM_001038703	0.04586936	-0.557	Gpr146	NM_001038703	0.0028447499999999996	-2.063463875
10719	Gpr149	ENSMUST00000058535	0.9258	0.13927267	Gpr149	NM_177346	0.9239069999999999	-0.05091451	Gpr149	NM_177346	0.68435806	-0.0767	Gpr149	NM_177346	0.5045	0.16331155000000003
10720	Gpr15	NM_001162955	0.9573	-0.04482233	Gpr15	NM_001162955	0.9617690000000001	0.04819709	Gpr15	NM_001162955	0.02509522	-0.5529999999999999	Gpr15	NM_001162955	0.0231	-0.6559862
10721	Gpr150	NM_175495	0.9901	-0.01079733	Gpr150	NM_175495	0.8879889999999999	-0.08305354	Gpr150	NM_175495	0.12552401	-0.353	Gpr150	NM_175495	0.5395000000000001	0.1432169
10722	Gpr151	NM_181543	0.9675	-0.036246	Gpr151	NM_181543	0.888142	-0.08608177	Gpr151	NM_181543	0.67098677	-0.0867	Gpr151	NM_181543	0.426	0.1842157
10723	Gpr152	NM_206973	0.7403	0.18914067	Gpr152	NM_206973	0.83324	0.18107558	Gpr152	NM_206973	0.77491358	0.0667	Gpr152	NM_206973	0.35200000000000004	-0.6229311
10724	Gpr153	NM_178406	0.8478	0.16742333	Gpr153	NM_178406	0.953475	-0.04520095	Gpr153	NM_178406	0.93081493	-0.0167	Gpr153	NM_178406	0.389	-0.36509640000000004
10725	Gpr155	NM_001190297	0.7318666666666666	-0.24574544666666667	Gpr155	NM_001190297	0.380008	0.52899193	Gpr155	NM_001190297	0.01080165	-0.72	Gpr155	NM_001080707	0.225	-0.9918341
10726	Gpr156	NM_153394	0.6443	0.24818433	Gpr156	NM_153394	0.963566	0.04129394	Gpr156	NM_153394	0.31890732	-0.183				
10727	Gpr157	ENSMUST00000094451	0.8622	0.14033767	Gpr157	NM_177366	0.826624	0.18158334	Gpr157	NM_177366	0.20203425	-0.26				
10728	Gpr158	NM_001004761	0.9375	0.028518664999999995	Gpr158	NM_001004761	0.998801	0.0010860999999999998	Gpr158	NM_001004761	0.08246422	-0.317	Gpr158	NM_001004761	0.5660000000000001	-0.08924445
10729	Gpr160	NM_001134385	0.6402	0.67860133	Gpr160	NM_001134385	0.13254200000000002	1.05473594	Gpr160	NM_001134385	0.03455365	0.727	Gpr160	NM_001134385	0.000147	4.1450987
10730	Gpr161	ENSMUST00000111450	0.7391	0.17902933	Gpr161	NM_001081126	0.8542	-0.19999088	Gpr161	NM_001081126	0.86660724	0.03	Gpr161	NM_001081126	0.6114999999999999	-0.0904286
10731	Gpr162	NM_013533	0.4616	0.43086667	Gpr162	NM_013533	0.979794	0.02200824	Gpr162	NM_013533	0.06203826	0.547	Gpr162	NM_013533	0.00346	1.0647046
